play_name,character,act,scene,sentence,text,Unnamed: 6,Unnamed: 7,Unnamed: 8,tokens
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Tell me, where is the place that men call hell?",,,,"['Tell', 'place', 'men', 'call', 'hell']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,Under the heavens.,,,,['heavens']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Ay, but whereabout?",,,,"['Ay', 'whereabout']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Within the bowels of these elements,",,,,"['Within', 'bowels', 'elements']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,Where we are tortur?d and remain for ever:,,,,"['tortur', '\x99d', 'remain', 'ever']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"Hell hath no limits, nor is circumscrib?d",,,,"['Hell', 'limits', 'circumscrib', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,4,"In one self place; for where we are is hell,",,,,"['one', 'self', 'place', 'hell']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,5,"And where hell is, there must we ever be:",,,,"['hell', 'must', 'ever']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,6,"And, to conclude, when all the world dissolves,",,,,"['conclude', 'world', 'dissolves']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,7,"And every creature shall be purified,",,,,"['every', 'creature', 'shall', 'purified']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,8,All places shall be hell that are not heaven.,,,,"['places', 'shall', 'hell', 'heaven']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Come, I think hell?s a fable.",,,,"['Come', 'think', 'hell', '\x99s', 'fable']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Ay, think so still, till experience change thy mind.",,,,"['Ay', 'think', 'still', 'till', 'experience', 'change', 'mind']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Why, think?st thou, then, that Faustus shall be damn?d?",,,,"['think', '\x99st', 'Faustus', 'shall', 'damn', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Ay, of necessity, for here?s the scroll",,,,"['Ay', 'necessity', '\x99s', 'scroll']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,Wherein thou hast given thy soul to Lucifer.,,,,"['Wherein', 'given', 'soul', 'Lucifer']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Ay, and body too:  but what of that?",,,,"['Ay', 'body']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,Think?st thou that Faustus is so fond to imagine,,,,"['Think', '\x99st', 'Faustus', 'fond', 'imagine']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"That, after this life, there is any pain?",,,,"['life', 'pain']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"Tush, these are trifles and mere old wives??tales.",,,,"['Tush', 'trifles', 'mere', 'old', 'wives', 'tales']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"But, Faustus, I am an instance to prove the contrary,",,,,"['Faustus', 'instance', 'prove', 'contrary']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,"For I am damn?d, and am now in hell.",,,,"['damn', '\x99d', 'hell']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,How! now in hell!,,,,['hell']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Nay, an this be hell, I?ll willingly be damn?d here:",,,,"['Nay', 'hell', '\x99ll', 'willingly', 'damn', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"What! walking, disputing, &c.",,,,"['walking', 'disputing', 'c']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"But, leaving off this, let me have a wife,",,,,"['leaving', 'let', 'wife']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,The fairest maid in Germany;,,,,"['fairest', 'maid', 'Germany']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,"For I am wanton and lascivious,",,,,"['wanton', 'lascivious']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,And cannot live without a wife.,,,,"['live', 'without', 'wife']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,How! a wife!,,,,['wife']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,"I prithee, Faustus, talk not of a wife.",,,,"['prithee', 'Faustus', 'talk', 'wife']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Nay, sweet Mephistophilis, fetch me one, for I will have",,,,"['Nay', 'sweet', 'Mephistophilis', 'fetch', 'one']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,one.,,,,['one']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Well, thou wilt have one?  Sit there till I come:  I?ll",,,,"['Well', 'wilt', 'one', 'Sit', 'till', 'come', '\x99ll']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,fetch thee a wife in the devil?s name.,,,,"['fetch', 'wife', 'devil', '\x99s', 'name']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"Tell me, Faustus, how dost thou like thy wife?",,,,"['Tell', 'Faustus', 'like', 'wife']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,A plague on her for a hot whore!,,,,"['plague', 'hot', 'whore']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Tut, Faustus,",,,,"['Tut', 'Faustus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,Marriage is but a ceremonial toy;,,,,"['Marriage', 'ceremonial', 'toy']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"If thou lovest me, think no more of it.",,,,['think']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,4,"I?ll cull thee out the fairest courtezans,",,,,"['\x99ll', 'cull', 'fairest', 'courtezans']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,5,And bring them every morning to thy bed:,,,,"['bring', 'every', 'morning', 'bed']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,6,"She whom thine eye shall like, thy heart shall have,",,,,"['eye', 'shall', 'like', 'heart', 'shall']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,7,"Be she as chaste as was Penelope,",,,,"['chaste', 'Penelope']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,8,"As wise as Saba, or as beautiful",,,,"['wise', 'Saba', 'beautiful']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,9,As was bright Lucifer before his fall.,,,,"['bright', 'Lucifer', 'fall']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,10,"Hold, take this book, peruse it thoroughly:",,,,"['Hold', 'take', 'book', 'peruse', 'thoroughly']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,11,The iterating of these lines brings gold;,,,,"['iterating', 'lines', 'brings', 'gold']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,12,The framing of this circle on the ground,,,,"['framing', 'circle', 'ground']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,13,"Brings whirlwinds, tempests, thunder, and lightning;",,,,"['Brings', 'whirlwinds', 'tempests', 'thunder', 'lightning']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,14,"Pronounce this thrice devoutly to thyself,",,,,"['Pronounce', 'thrice', 'devoutly', 'thyself']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,15,"And men in armour shall appear to thee,",,,,"['men', 'armour', 'shall', 'appear']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,16,Ready to execute what thou desir?st.,,,,"['Ready', 'execute', 'desir', '\x99st']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Thanks, Mephistophilis:  yet fain would I have a book",,,,"['Thanks', 'Mephistophilis', 'yet', 'fain', 'would', 'book']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"wherein I might behold all spells and incantations, that I",,,,"['wherein', 'might', 'behold', 'spells', 'incantations']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,might raise up spirits when I please.,,,,"['might', 'raise', 'spirits', 'please']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,Here they are in this book.,,,,['book']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,Now would I have a book where I might see all characters,,,,"['would', 'book', 'might', 'see', 'characters']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"and planets of the heavens, that I might know their motions and",,,,"['planets', 'heavens', 'might', 'know', 'motions']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,dispositions.,,,,['dispositions']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,Here they are too.,,,,[]
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Nay, let me have one book more,?and then I have done,",,,,"['Nay', 'let', 'one', 'book', '\x94and', 'done']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"wherein I might see all plants, herbs, and trees, that grow upon",,,,"['wherein', 'might', 'see', 'plants', 'herbs', 'trees', 'grow', 'upon']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,the earth.,,,,['earth']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,Here they be.,,,,[]
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"O, thou art deceived.",,,,['deceived']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Tut, I warrant thee.",,,,"['Tut', 'warrant']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"When I behold the heavens, then I repent,",,,,"['behold', 'heavens', 'repent']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"And curse thee, wicked Mephistophilis,",,,,"['curse', 'wicked', 'Mephistophilis']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,Because thou hast depriv?d me of those joys.,,,,"['depriv', '\x99d', 'joys']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Why, Faustus,",,,,['Faustus']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,Thinkest thou heaven is such a glorious thing?,,,,"['heaven', 'glorious', 'thing']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"I tell thee, ?tis not half so fair as thou,",,,,"['tell', '\x99tis', 'half', 'fair']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,4,Or any man that breathes on earth.,,,,"['man', 'breathes', 'earth']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,How prov?st thou that?,,,,"['prov', '\x99st']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"?Twas made for man, therefore is man more excellent.",,,,"['\x99Twas', 'made', 'man', 'therefore', 'man', 'excellent']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"If it were made for man, ?twas made for me:",,,,"['made', 'man', '\x99twas', 'made']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,I will renounce this magic and repent.,,,,"['renounce', 'magic', 'repent']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,GOOD ANGEL,none,none,1,"Faustus, repent; yet God will pity thee.",,,,"['Faustus', 'repent', 'yet', 'God', 'pity']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EVIL ANGEL,none,none,1,Thou art a spirit; God cannot pity thee.,,,,"['spirit', 'God', 'pity']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,Who buzzeth in mine ears I am a spirit?,,,,"['buzzeth', 'ears', 'spirit']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Be I a devil, yet God may pity me;",,,,"['devil', 'yet', 'God', 'may', 'pity']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Ay, God will pity me, if I repent.",,,,"['Ay', 'God', 'pity', 'repent']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EVIL ANGEL,none,none,1,"Ay, but Faustus never shall repent.",,,,"['Ay', 'Faustus', 'never', 'shall', 'repent']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"My heart?s so harden?d, I cannot repent:",,,,"['heart', '\x99s', 'harden', '\x99d', 'repent']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Scarce can I name salvation, faith, or heaven,",,,,"['Scarce', 'name', 'salvation', 'faith', 'heaven']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"But fearful echoes thunder in mine ears,",,,,"['fearful', 'echoes', 'thunder', 'ears']"
