play_name,character,act,scene,sentence,text,tokens
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Brother Cosroe, I find myself agriev'd;","['Brother', 'Cosroe', 'find', 'agriev']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,"Yet insufficient to express the same,","['Yet', 'insufficient', 'express']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,3,For it requires a great and thundering speech:,"['requires', 'great', 'thundering', 'speech']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,4,"Good brother, tell the cause unto my lords;","['Good', 'brother', 'tell', 'cause', 'unto', 'lords']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,5,I know you have a better wit than I.,"['know', 'better', 'wit']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"Unhappy Persia,?that in former age","['Unhappy', 'Persia', '\x94that', 'former', 'age']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,2,"Hast been the seat of mighty conquerors,","['seat', 'mighty', 'conquerors']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,3,"That, in their prowess and their policies,","['prowess', 'policies']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,4,"Have triumph'd over Afric,  and the bounds","['triumph', 'Afric', 'bounds']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,5,Of Europe where the sun dares scarce appear,"['Europe', 'sun', 'dares', 'scarce', 'appear']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,6,"For freezing meteors and congealed cold,","['freezing', 'meteors', 'congealed', 'cold']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,7,Now to be rul'd and govern'd by a man,"['rul', 'govern', 'man']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,8,"At whose birth-day Cynthia with Saturn join'd,","['whose', 'birth-day', 'Cynthia', 'Saturn', 'join']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,9,"And Jove, the Sun, and Mercury denied","['Jove', 'Sun', 'Mercury', 'denied']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,10,To shed their  influence in his fickle brain!,"['shed', 'influence', 'fickle', 'brain']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,11,"Now Turks and Tartars shake their swords at thee,","['Turks', 'Tartars', 'shake', 'swords']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,12,Meaning to mangle all thy provinces.,"['Meaning', 'mangle', 'provinces']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Brother, I see your meaning well enough,","['Brother', 'see', 'meaning', 'well', 'enough']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,And through  your planets I perceive you think,"['planets', 'perceive', 'think']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,3,I am not wise enough to be a king:,"['wise', 'enough', 'king']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,4,"But I refer me to my noblemen,","['refer', 'noblemen']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,5,"That know my wit, and can be witnesses.","['know', 'wit', 'witnesses']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,6,"I might command you to be slain for this,","['might', 'command', 'slain']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,7,"Meander, might I not?","['Meander', 'might']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,1,"Not for so small a fault, my sovereign lord.","['small', 'fault', 'sovereign', 'lord']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"I mean it not, but yet I know I might.","['mean', 'yet', 'know', 'might']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,"Yet live; yea, live; Mycetes wills it so.","['Yet', 'live', 'yea', 'live', 'Mycetes', 'wills']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,3,"Meander, thou, my faithful counsellor,","['Meander', 'faithful', 'counsellor']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,4,"Declare the cause of my conceived grief,","['Declare', 'cause', 'conceived', 'grief']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,5,"Which is, God knows, about that Tamburlaine,","['God', 'knows', 'Tamburlaine']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,6,"That, like a fox in midst of harvest-time,","['like', 'fox', 'midst', 'harvest-time']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,7,Doth prey upon my flocks of passengers;,"['Doth', 'prey', 'upon', 'flocks', 'passengers']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,8,"And, as I hear, doth mean to pull my plumes:","['hear', 'doth', 'mean', 'pull', 'plumes']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,9,Therefore 'tis good and meet for to be wise.,"['Therefore', ""'t"", 'good', 'meet', 'wise']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,1,Oft have I heard your majesty complain,"['Oft', 'heard', 'majesty', 'complain']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,2,"Of Tamburlaine, that sturdy Scythian thief,","['Tamburlaine', 'sturdy', 'Scythian', 'thief']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,3,That robs your merchants of Persepolis,"['robs', 'merchants', 'Persepolis']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,4,"Trading by land unto the Western Isles,","['Trading', 'land', 'unto', 'Western', 'Isles']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,5,And in your confines with his lawless train,"['confines', 'lawless', 'train']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,6,"Daily commits incivil  outrages,","['Daily', 'commits', 'incivil', 'outrages']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,7,Hoping (misled by dreaming prophecies),"['Hoping', 'misled', 'dreaming', 'prophecies']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,8,"To reign in Asia, and with barbarous arms","['reign', 'Asia', 'barbarous', 'arms']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,9,To make himself the monarch of the East:,"['make', 'monarch', 'East']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,10,"But, ere he march in Asia, or display","['march', 'Asia', 'display']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,11,"His vagrant ensign in the Persian fields,","['vagrant', 'ensign', 'Persian', 'fields']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,12,"Your grace hath taken order by Theridamas,","['grace', 'taken', 'order', 'Theridamas']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,13,"Charg'd with a thousand horse, to apprehend","['Charg', 'thousand', 'horse', 'apprehend']"
Tamburlaine the Great-Part1,MEANDER,SCENE I.,SCENE I.,14,And bring him captive to your highness' throne.,"['bring', 'captive', 'highness', 'throne']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Full true thou speak'st, and like thyself, my lord,","['Full', 'true', ""speak'st"", 'like', 'thyself', 'lord']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,Whom I may term a Damon for thy love:,"['may', 'term', 'Damon', 'love']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,3,"Therefore 'tis best, if so it like you all,","['Therefore', ""'t"", 'best', 'like']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,4,To send my thousand horse incontinent,"['send', 'thousand', 'horse', 'incontinent']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,5,To apprehend that paltry Scythian.,"['apprehend', 'paltry', 'Scythian']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,6,"How like you this, my honourable lords?","['like', 'honourable', 'lords']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,7,Is it not a kingly resolution?,"['kingly', 'resolution']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"It cannot choose, because it comes from you.","['choose', 'comes']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Then hear thy charge, valiant Theridamas,","['hear', 'charge', 'valiant', 'Theridamas']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,"The chiefest  captain of Mycetes' host,","['chiefest', 'captain', 'Mycetes', 'host']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,3,"The hope of Persia, and the very legs","['hope', 'Persia', 'legs']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,4,"Whereon our state doth lean as on a staff,","['Whereon', 'state', 'doth', 'lean', 'staff']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,5,That holds us up and foils our neighbour foes:,"['holds', 'foils', 'neighbour', 'foes']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,6,"Thou shalt be leader of this thousand horse,","['shalt', 'leader', 'thousand', 'horse']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,7,Whose foaming gall with rage and high disdain,"['Whose', 'foaming', 'gall', 'rage', 'high', 'disdain']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,8,Have sworn the death of wicked Tamburlaine.,"['sworn', 'death', 'wicked', 'Tamburlaine']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,9,"Go frowning forth; but come thou smiling home,","['Go', 'frowning', 'forth', 'come', 'smiling', 'home']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,10,As did Sir Paris with the Grecian dame:,"['Sir', 'Paris', 'Grecian', 'dame']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,11,Return with speed; time passeth swift away;,"['Return', 'speed', 'time', 'passeth', 'swift', 'away']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,12,"Our life is frail, and we may die to-day.","['life', 'frail', 'may', 'die', 'to-day']"
Tamburlaine the Great-Part1,THERIDAMAS,SCENE I.,SCENE I.,1,"Before the moon renew her borrow'd light,","['moon', 'renew', 'borrow', 'light']"
Tamburlaine the Great-Part1,THERIDAMAS,SCENE I.,SCENE I.,2,"Doubt not, my lord and gracious sovereign,","['Doubt', 'lord', 'gracious', 'sovereign']"
Tamburlaine the Great-Part1,THERIDAMAS,SCENE I.,SCENE I.,3,But Tamburlaine and that Tartarian rout,"['Tamburlaine', 'Tartarian', 'rout']"
Tamburlaine the Great-Part1,THERIDAMAS,SCENE I.,SCENE I.,4,"Shall either perish by our warlike hands,","['Shall', 'either', 'perish', 'warlike', 'hands']"
Tamburlaine the Great-Part1,THERIDAMAS,SCENE I.,SCENE I.,5,Or plead for mercy at your highness' feet.,"['plead', 'mercy', 'highness', 'feet']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Go, stout Theridamas; thy words are swords,","['Go', 'stout', 'Theridamas', 'words', 'swords']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,And with thy looks thou conquerest all thy foes.,"['looks', 'conquerest', 'foes']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,3,"I long to see thee back return from thence,","['long', 'see', 'back', 'return', 'thence']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,4,That I may view these milk-white steeds of mine,"['may', 'view', 'milk-white', 'steeds']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,5,"All loaden with the heads of killed men,","['loaden', 'heads', 'killed', 'men']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,6,"And, from their knees even to their hoofs below,","['knees', 'even', 'hoofs']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,7,Besmear'd with blood that makes a dainty show.,"['Besmear', 'blood', 'makes', 'dainty', 'show']"
Tamburlaine the Great-Part1,THERIDAMAS,SCENE I.,SCENE I.,1,"Then now, my lord, I humbly take my leave.","['lord', 'humbly', 'take', 'leave']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Theridamas, farewell ten thousand times.","['Theridamas', 'farewell', 'ten', 'thousand', 'times']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,"Ah, Menaphon, why stay'st thou thus behind,","['Ah', 'Menaphon', ""stay'st"", 'thus', 'behind']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,3,When other men press  forward for renown?,"['men', 'press', 'forward', 'renown']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,4,"Go, Menaphon, go into Scythia,","['Go', 'Menaphon', 'go', 'Scythia']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,5,And foot by foot follow Theridamas.,"['foot', 'foot', 'follow', 'Theridamas']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"Nay, pray you,  let him stay; a greater","['Nay', 'pray', 'let', 'stay', 'greater']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,2,Fits Menaphon than warring with a thief:,"['Fits', 'Menaphon', 'warring', 'thief']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,3,"Create him pro-rex of all  Africa,","['Create', 'pro-rex', 'Africa']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,4,"That he may win the Babylonians' hearts,","['may', 'win', 'Babylonians', 'hearts']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,5,"Which will revolt from Persian government,","['revolt', 'Persian', 'government']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,6,Unless they have a wiser king than you.,"['Unless', 'wiser', 'king']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,Unless they have a wiser king than you!,"['Unless', 'wiser', 'king']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,"These are his words; Meander, set them down.","['words', 'Meander', 'set']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"And add this to them,?that all Asia","['add', '\x94that', 'Asia']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,2,Lament to see the folly of their king.,"['Lament', 'see', 'folly', 'king']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Well, here I swear by this my royal seat","['Well', 'swear', 'royal', 'seat']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"You may do well to kiss it, then.","['may', 'well', 'kiss']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,1,"Emboss'd with silk as best beseems my state,","['Emboss', 'silk', 'best', 'beseems', 'state']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,2,To be reveng'd for these contemptuous words!,"['reveng', 'contemptuous', 'words']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,3,"O, where is duty and allegiance now?","['duty', 'allegiance']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,4,Fled to the Caspian or the Ocean main?,"['Fled', 'Caspian', 'Ocean', 'main']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,5,"What shall I call thee? brother? no, a foe;","['shall', 'call', 'brother', 'foe']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,6,"Monster of nature, shame unto thy stock,","['Monster', 'nature', 'shame', 'unto', 'stock']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,7,That dar'st presume thy sovereign for to mock!,"[""dar'st"", 'presume', 'sovereign', 'mock']"
Tamburlaine the Great-Part1,MYCETES,SCENE I.,SCENE I.,8,"Meander, come:  I am abus'd, Meander.","['Meander', 'come', 'abus', 'Meander']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,1,"How now, my lord! what, mated  and amaz'd","['lord', 'mated', 'amaz']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,2,To hear the king thus threaten like himself!,"['hear', 'king', 'thus', 'threaten', 'like']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"Ah, Menaphon, I pass not  for his threats!","['Ah', 'Menaphon', 'pass', 'threats']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,2,The plot is laid by Persian noblemen,"['plot', 'laid', 'Persian', 'noblemen']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,3,And captains of the Median garrisons,"['captains', 'Median', 'garrisons']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,4,To crown me emperor of Asia:,"['crown', 'emperor', 'Asia']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,5,But this it is that doth excruciate,"['doth', 'excruciate']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,6,"The very substance of my vexed soul,","['substance', 'vexed', 'soul']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,7,"To see our neighbours, that were wont to quake","['see', 'neighbours', 'wont', 'quake']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,8,"And tremble at the Persian monarch's name,","['tremble', 'Persian', 'monarch', 'name']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,9,Now sit and laugh our regiment  to scorn;,"['sit', 'laugh', 'regiment', 'scorn']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,10,"And that which might resolve  me into tears,","['might', 'resolve', 'tears']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,11,Men from the farthest equinoctial line,"['Men', 'farthest', 'equinoctial', 'line']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,12,"Have swarm'd in troops into the Eastern India,","['swarm', 'troops', 'Eastern', 'India']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,13,"Lading their ships  with gold and precious stones,","['Lading', 'ships', 'gold', 'precious', 'stones']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,14,And made their spoils from all our provinces.,"['made', 'spoils', 'provinces']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,1,"This should entreat your highness to rejoice,","['entreat', 'highness', 'rejoice']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,2,Since Fortune gives you opportunity,"['Since', 'Fortune', 'gives', 'opportunity']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,3,To gain the title of a conqueror,"['gain', 'title', 'conqueror']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,4,By curing of this maimed empery.,"['curing', 'maimed', 'empery']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,5,"Afric and Europe bordering on your land,","['Afric', 'Europe', 'bordering', 'land']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,6,"And continent to your dominions,","['continent', 'dominions']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,7,"How easily may you, with a mighty host,","['easily', 'may', 'mighty', 'host']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,8,"Pass  into Graecia, as did Cyrus once,","['Pass', 'Graecia', 'Cyrus']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,9,"And cause them to withdraw their forces home,","['cause', 'withdraw', 'forces', 'home']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,10,Lest you  subdue the pride of Christendom!,"['Lest', 'subdue', 'pride', 'Christendom']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"But, Menaphon, what means this trumpet's sound?","['Menaphon', 'means', 'trumpet', 'sound']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,1,"Behold, my lord, Ortygius and the rest","['Behold', 'lord', 'Ortygius', 'rest']"
Tamburlaine the Great-Part1,MENAPHON,SCENE I.,SCENE I.,2,Bringing the crown to make you emperor!,"['Bringing', 'crown', 'make', 'emperor']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,1,"Magnificent and mighty prince Cosroe,","['Magnificent', 'mighty', 'prince', 'Cosroe']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,2,"We, in the name of other Persian states","['name', 'Persian', 'states']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,3,"And commons of this mighty monarchy,","['commons', 'mighty', 'monarchy']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,4,Present thee with th' imperial diadem.,"['Present', 'th', 'imperial', 'diadem']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,1,"The warlike soldiers and the gentlemen,","['warlike', 'soldiers', 'gentlemen']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,2,That heretofore have fill'd Persepolis,"['heretofore', 'fill', 'Persepolis']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,3,"With Afric captains taken in the field,","['Afric', 'captains', 'taken', 'field']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,4,"Whose ransom made them march in coats of gold,","['Whose', 'ransom', 'made', 'march', 'coats', 'gold']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,5,"With costly jewels hanging at their ears,","['costly', 'jewels', 'hanging', 'ears']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,6,"And shining stones upon their lofty crests,","['shining', 'stones', 'upon', 'lofty', 'crests']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,7,"Now living idle in the walled towns,","['living', 'idle', 'walled', 'towns']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,8,"Wanting both pay and martial discipline,","['Wanting', 'pay', 'martial', 'discipline']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,9,"Begin in troops to threaten civil war,","['Begin', 'troops', 'threaten', 'civil', 'war']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,10,And openly exclaim against their  king:,"['openly', 'exclaim', 'king']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,11,"Therefore, to stay all sudden mutinies,","['Therefore', 'stay', 'sudden', 'mutinies']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,12,We will invest your highness emperor;,"['invest', 'highness', 'emperor']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,13,Whereat the soldiers will conceive more joy,"['Whereat', 'soldiers', 'conceive', 'joy']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,14,Than did the Macedonians at the spoil,"['Macedonians', 'spoil']"
Tamburlaine the Great-Part1,CENEUS,SCENE I.,SCENE I.,15,Of great Darius and his wealthy host.,"['great', 'Darius', 'wealthy', 'host']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,"Well, since I see the state of Persia droop","['Well', 'since', 'see', 'state', 'Persia', 'droop']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,2,"And languish in my brother's government,","['languish', 'brother', 'government']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,3,"I willingly receive th' imperial crown,","['willingly', 'receive', 'th', 'imperial', 'crown']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,4,"And vow to wear it for my country's good,","['vow', 'wear', 'country', 'good']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,5,In spite of them shall malice my estate.,"['spite', 'shall', 'malice', 'estate']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,1,"And, in assurance of desir'd success,","['assurance', 'desir', 'success']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,2,We here do crown thee monarch of the East,"['crown', 'monarch', 'East']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,3,Emperor of Asia and Persia;,"['Emperor', 'Asia', 'Persia']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,4,Great lord of Media and Armenia;,"['Great', 'lord', 'Media', 'Armenia']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,5,"Duke of Africa and Albania,","['Duke', 'Africa', 'Albania']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,6,"Mesopotamia and of Parthia,","['Mesopotamia', 'Parthia']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,7,East India and the late-discover'd isles;,"['East', 'India', 'late-discover', 'isles']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,8,"Chief lord of all the wide vast Euxine Sea,","['Chief', 'lord', 'wide', 'vast', 'Euxine', 'Sea']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,9,And of the ever-raging  Caspian Lake.,"['ever-raging', 'Caspian', 'Lake']"
Tamburlaine the Great-Part1,ALL,SCENE I.,SCENE I.,1,"Long live Cosroe, mighty emperor!","['Long', 'live', 'Cosroe', 'mighty', 'emperor']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,1,And Jove may  never let me longer live,"['Jove', 'may', 'never', 'let', 'longer', 'live']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,2,"Than I may seek to gratify your love,","['may', 'seek', 'gratify', 'love']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,3,And cause the soldiers that thus honour me,"['cause', 'soldiers', 'thus', 'honour']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,4,To triumph over many provinces!,"['triumph', 'many', 'provinces']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,5,By whose desires of discipline in arms,"['whose', 'desires', 'discipline', 'arms']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,6,"I doubt not shortly but to reign sole king,","['doubt', 'shortly', 'reign', 'sole', 'king']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,7,And with the army of Theridamas,"['army', 'Theridamas']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,8,"(Whither we presently will fly, my lords,)","['Whither', 'presently', 'fly', 'lords']"
Tamburlaine the Great-Part1,COSROE,SCENE I.,SCENE I.,9,To rest secure against my brother's force.,"['rest', 'secure', 'brother', 'force']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,1,"We knew,  my lord, before we brought the crown,","['knew', 'lord', 'brought', 'crown']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,2,Intending your investion so near,"['Intending', 'investion', 'near']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,3,"The residence of your despised brother,","['residence', 'despised', 'brother']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,4,The lords  would not be too exasperate,"['lords', 'would', 'exasperate']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,5,To injury  or suppress your worthy title;,"['injury', 'suppress', 'worthy', 'title']"
Tamburlaine the Great-Part1,ORTYGIUS,SCENE I.,SCENE I.,6,"Or, if they would, there are in readiness","['would', 'readiness']"
