play_name,character,act,scene,sentence,text,tokens
The Jew of Malta,MATHIAS,ACT I.,none,4,"Or, at the least, to pity.","['least', 'pity']"
The Jew of Malta,LODOWICK,ACT I.,none,1,"An if she be so fair as you report,","['fair', 'report']"
The Jew of Malta,LODOWICK,ACT I.,none,2,'Twere time well spent to go and visit her:,"[""'Twere"", 'time', 'well', 'spent', 'go', 'visit']"
The Jew of Malta,LODOWICK,ACT I.,none,3,How say you? shall we?,"['say', 'shall']"
The Jew of Malta,MATHIAS,ACT I.,none,1,"I must and will, sir; there's no remedy.","['must', 'sir', 'remedy']"
The Jew of Malta,LODOWICK,ACT I.,none,1,"And so will I too, or it shall go hard.","['shall', 'go', 'hard']"
The Jew of Malta,LODOWICK,ACT I.,none,2,"Farewell, Mathias.","['Farewell', 'Mathias']"
The Jew of Malta,MATHIAS,ACT I.,none,1,"Farewell, Lodowick.","['Farewell', 'Lodowick']"
The Jew of Malta,MATHIAS,ACT II.,none,2,"Farewell, Lodowick.","['Farewell', 'Lodowick']"
The Jew of Malta,BARABAS,ACT II.,none,1,"Thus, like the sad-presaging raven, that tolls","['Thus', 'like', 'sad-presaging', 'raven', 'tolls']"
The Jew of Malta,BARABAS,ACT II.,none,2,"The sick man's passport in her hollow beak,","['sick', 'man', 'passport', 'hollow', 'beak']"
The Jew of Malta,BARABAS,ACT II.,none,3,And in the shadow of the silent night,"['shadow', 'silent', 'night']"
The Jew of Malta,BARABAS,ACT II.,none,4,"Doth shake contagion from her sable wings,","['Doth', 'shake', 'contagion', 'sable', 'wings']"
The Jew of Malta,BARABAS,ACT II.,none,5,Vex'd and tormented runs poor Barabas,"['Vex', 'tormented', 'runs', 'poor', 'Barabas']"
The Jew of Malta,BARABAS,ACT II.,none,6,With fatal curses towards these Christians.,"['fatal', 'curses', 'towards', 'Christians']"
The Jew of Malta,BARABAS,ACT II.,none,7,The incertain pleasures of swift-footed time,"['incertain', 'pleasures', 'swift-footed', 'time']"
The Jew of Malta,BARABAS,ACT II.,none,8,"Have ta'en their flight, and left me in despair;","[""ta'en"", 'flight', 'left', 'despair']"
The Jew of Malta,BARABAS,ACT II.,none,9,And of my former riches rests no more,"['former', 'riches', 'rests']"
The Jew of Malta,BARABAS,ACT II.,none,10,"But bare remembrance; like a soldier's scar,","['bare', 'remembrance', 'like', 'soldier', 'scar']"
The Jew of Malta,BARABAS,ACT II.,none,11,That has no further comfort for his maim.,"['comfort', 'maim']"
The Jew of Malta,BARABAS,ACT II.,none,12,"O Thou, that with a fiery pillar ledd'st","['fiery', 'pillar', ""ledd'st""]"
The Jew of Malta,BARABAS,ACT II.,none,13,"The sons of Israel through the dismal shades,","['sons', 'Israel', 'dismal', 'shades']"
The Jew of Malta,BARABAS,ACT II.,none,14,Light Abraham's offspring; and direct the hand,"['Light', 'Abraham', 'offspring', 'direct', 'hand']"
The Jew of Malta,BARABAS,ACT II.,none,15,Of Abigail this night! or let the day,"['Abigail', 'night', 'let', 'day']"
The Jew of Malta,BARABAS,ACT II.,none,16,Turn to eternal darkness after this!,"['Turn', 'eternal', 'darkness']"
The Jew of Malta,BARABAS,ACT II.,none,17,"No sleep can fasten on my watchful eyes,","['sleep', 'fasten', 'watchful', 'eyes']"
The Jew of Malta,BARABAS,ACT II.,none,18,"Nor quiet enter my distemper'd thoughts,","['quiet', 'enter', 'distemper', 'thoughts']"
The Jew of Malta,BARABAS,ACT II.,none,19,Till I have answer of my Abigail.,"['Till', 'answer', 'Abigail']"
The Jew of Malta,ABIGAIL,ACT II.,none,1,Now have I happily espied a time,"['happily', 'espied', 'time']"
The Jew of Malta,ABIGAIL,ACT II.,none,2,To search the plank my father did appoint;,"['search', 'plank', 'father', 'appoint']"
The Jew of Malta,ABIGAIL,ACT II.,none,3,"And here, behold, unseen, where I have found","['behold', 'unseen', 'found']"
The Jew of Malta,ABIGAIL,ACT II.,none,4,"The gold, the pearls, and jewels, which he hid.","['gold', 'pearls', 'jewels', 'hid']"
The Jew of Malta,BARABAS,ACT II.,none,1,"Now I remember those old women's words,","['remember', 'old', 'women', 'words']"
The Jew of Malta,BARABAS,ACT II.,none,2,"Who in my wealth would tell me winter's tales,","['wealth', 'would', 'tell', 'winter', 'tales']"
The Jew of Malta,BARABAS,ACT II.,none,3,And speak of spirits and ghosts that glide by night,"['speak', 'spirits', 'ghosts', 'glide', 'night']"
The Jew of Malta,BARABAS,ACT II.,none,4,About the place where treasure hath been hid:,"['place', 'treasure', 'hid']"
The Jew of Malta,BARABAS,ACT II.,none,5,And now methinks that I am one of those;,"['methinks', 'one']"
The Jew of Malta,BARABAS,ACT II.,none,6,"For, whilst I live, here lives my soul's sole hope,","['whilst', 'live', 'lives', 'soul', 'sole', 'hope']"
The Jew of Malta,BARABAS,ACT II.,none,7,"And, when I die, here shall my spirit walk.","['die', 'shall', 'spirit', 'walk']"
The Jew of Malta,ABIGAIL,ACT II.,none,1,Now that my father's fortune were so good,"['father', 'fortune', 'good']"
The Jew of Malta,ABIGAIL,ACT II.,none,2,As but to be about this happy place!,"['happy', 'place']"
The Jew of Malta,ABIGAIL,ACT II.,none,3,"'Tis not so happy:  yet, when we parted last,","[""'T"", 'happy', 'yet', 'parted', 'last']"
The Jew of Malta,ABIGAIL,ACT II.,none,4,He said he would attend me in the morn.,"['said', 'would', 'attend', 'morn']"
The Jew of Malta,ABIGAIL,ACT II.,none,5,"Then, gentle Sleep, where'er his body rests,","['gentle', 'Sleep', ""where'er"", 'body', 'rests']"
The Jew of Malta,ABIGAIL,ACT II.,none,6,Give charge to Morpheus that he may dream,"['Give', 'charge', 'Morpheus', 'may', 'dream']"
The Jew of Malta,ABIGAIL,ACT II.,none,7,"A golden dream, and of  the sudden wake,","['golden', 'dream', 'sudden', 'wake']"
The Jew of Malta,ABIGAIL,ACT II.,none,8,Come and receive the treasure I have found.,"['Come', 'receive', 'treasure', 'found']"
The Jew of Malta,BARABAS,ACT II.,none,1,Bueno para todos mi ganado no era:,"['Bueno', 'para', 'todos', 'mi', 'ganado', 'era']"
The Jew of Malta,BARABAS,ACT II.,none,2,"As good go on, as sit so sadly thus.","['good', 'go', 'sit', 'sadly', 'thus']"
The Jew of Malta,BARABAS,ACT II.,none,3,But stay:  what star shines yonder in the east?,"['stay', 'star', 'shines', 'yonder', 'east']"
The Jew of Malta,BARABAS,ACT II.,none,4,"The loadstar of my life, if Abigail.","['loadstar', 'life', 'Abigail']"
The Jew of Malta,BARABAS,ACT II.,none,5,Who's there?,[]
The Jew of Malta,ABIGAIL,ACT II.,none,1,Who's that?,[]
The Jew of Malta,BARABAS,ACT II.,none,1,"Peace, Abigail! 'tis I.","['Peace', 'Abigail', ""'t""]"
The Jew of Malta,ABIGAIL,ACT II.,none,1,"Then, father, here receive thy happiness.","['father', 'receive', 'happiness']"
The Jew of Malta,BARABAS,ACT II.,none,1,Hast thou't?,"[""thou't""]"
The Jew of Malta,ABIGAIL,ACT II.,none,1,Here.  Hast thou't?,"[""thou't""]"
The Jew of Malta,ABIGAIL,ACT II.,none,2,"There's more, and more, and more.",[]
The Jew of Malta,BARABAS,ACT II.,none,1,"O my girl,",['girl']
The Jew of Malta,BARABAS,ACT II.,none,2,"My gold, my fortune, my felicity,","['gold', 'fortune', 'felicity']"
The Jew of Malta,BARABAS,ACT II.,none,3,"Strength to my soul, death to mine enemy;","['Strength', 'soul', 'death', 'enemy']"
The Jew of Malta,BARABAS,ACT II.,none,4,Welcome the first beginner of my bliss!,"['Welcome', 'first', 'beginner', 'bliss']"
The Jew of Malta,BARABAS,ACT II.,none,5,"O Abigail, Abigail, that I had thee here too!","['Abigail', 'Abigail']"
The Jew of Malta,BARABAS,ACT II.,none,6,Then my desires were fully satisfied:,"['desires', 'fully', 'satisfied']"
The Jew of Malta,BARABAS,ACT II.,none,7,But I will practice thy enlargement thence:,"['practice', 'enlargement', 'thence']"
The Jew of Malta,BARABAS,ACT II.,none,8,O girl! O gold! O beauty! O my bliss!,"['girl', 'gold', 'beauty', 'bliss']"
The Jew of Malta,ABIGAIL,ACT II.,none,1,"Father, it draweth towards midnight now,","['Father', 'draweth', 'towards', 'midnight']"
The Jew of Malta,ABIGAIL,ACT II.,none,2,And 'bout this time the nuns begin to wake;,"[""'bout"", 'time', 'nuns', 'begin', 'wake']"
The Jew of Malta,ABIGAIL,ACT II.,none,3,"To shun suspicion, therefore, let us part.","['shun', 'suspicion', 'therefore', 'let', 'part']"
The Jew of Malta,BARABAS,ACT II.,none,1,"Farewell, my joy, and by my fingers take","['Farewell', 'joy', 'fingers', 'take']"
The Jew of Malta,BARABAS,ACT II.,none,2,A kiss from him that sends it from his soul.,"['kiss', 'sends', 'soul']"
The Jew of Malta,BARABAS,ACT II.,none,3,"Now, Phoebus, ope the eye-lids of the day.","['Phoebus', 'ope', 'eye-lids', 'day']"
The Jew of Malta,BARABAS,ACT II.,none,4,"And, for the raven, wake the morning lark,","['raven', 'wake', 'morning', 'lark']"
The Jew of Malta,BARABAS,ACT II.,none,5,"That I may hover with her in the air,","['may', 'hover', 'air']"
The Jew of Malta,BARABAS,ACT II.,none,6,"Singing o'er these, as she does o'er her young.","['Singing', ""o'er"", ""o'er"", 'young']"
The Jew of Malta,BARABAS,ACT II.,none,7,Hermoso placer de los dineros.,"['Hermoso', 'placer', 'de', 'los', 'dineros']"
The Jew of Malta,FERNEZE,ACT II.,none,1,"Now, captain, tell us whither thou art bound?","['captain', 'tell', 'whither', 'bound']"
The Jew of Malta,FERNEZE,ACT II.,none,2,Whence is thy ship that anchors in our road?,"['ship', 'anchors', 'road']"
The Jew of Malta,FERNEZE,ACT II.,none,3,And why thou cam'st ashore without our leave?,"[""cam'st"", 'ashore', 'without', 'leave']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,1,"Governor of Malta, hither am I bound;","['Governor', 'Malta', 'hither', 'bound']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,2,"My ship, the Flying Dragon, is of Spain,","['ship', 'Flying', 'Dragon', 'Spain']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,3,"And so am I; Del Bosco is my name,","['Del', 'Bosco', 'name']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,4,Vice-admiral unto the Catholic King.,"['Vice-admiral', 'unto', 'Catholic', 'King']"
The Jew of Malta,FIRST KNIGHT,ACT II.,none,1,"'Tis true, my lord; therefore entreat him well.","[""'T"", 'true', 'lord', 'therefore', 'entreat', 'well']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,1,"Our fraught is Grecians, Turks, and Afric Moors;","['fraught', 'Grecians', 'Turks', 'Afric', 'Moors']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,2,"For late upon the coast of Corsica,","['late', 'upon', 'coast', 'Corsica']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,3,"Because we vail'd not  to the Turkish  fleet,","['vail', 'Turkish', 'fleet']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,4,Their creeping galleys had us in the chase:,"['creeping', 'galleys', 'chase']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,5,"But suddenly the wind began to rise,","['suddenly', 'wind', 'began', 'rise']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,6,"And then we luff'd and tack'd,  and fought at ease:","['luff', 'tack', 'fought', 'ease']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,7,"Some have we fir'd, and many have we sunk;","['fir', 'many', 'sunk']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,8,But one amongst the rest became our prize:,"['one', 'amongst', 'rest', 'became', 'prize']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,9,"The captain's slain; the rest remain our slaves,","['captain', 'slain', 'rest', 'remain', 'slaves']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,10,Of whom we would make sale in Malta here.,"['would', 'make', 'sale', 'Malta']"
The Jew of Malta,FERNEZE,ACT II.,none,1,"Martin del Bosco, I have heard of thee:","['Martin', 'del', 'Bosco', 'heard']"
The Jew of Malta,FERNEZE,ACT II.,none,2,"Welcome to Malta, and to all of us!","['Welcome', 'Malta']"
The Jew of Malta,FERNEZE,ACT II.,none,3,"But to admit a sale of these thy Turks,","['admit', 'sale', 'Turks']"
The Jew of Malta,FERNEZE,ACT II.,none,4,"We may not, nay, we dare not give consent,","['may', 'nay', 'dare', 'give', 'consent']"
The Jew of Malta,FERNEZE,ACT II.,none,5,By reason of a tributary league.,"['reason', 'tributary', 'league']"
The Jew of Malta,FIRST KNIGHT,ACT II.,none,1,"Del Bosco, as thou lov'st and honour'st us,","['Del', 'Bosco', ""lov'st"", ""honour'st""]"
The Jew of Malta,FIRST KNIGHT,ACT II.,none,2,Persuade our governor against the Turk:,"['Persuade', 'governor', 'Turk']"
The Jew of Malta,FIRST KNIGHT,ACT II.,none,3,"This truce we have is but in hope of gold,","['truce', 'hope', 'gold']"
The Jew of Malta,FIRST KNIGHT,ACT II.,none,4,And with that sum he craves might we wage war.,"['sum', 'craves', 'might', 'wage', 'war']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,1,"Will knights of Malta be in league with Turks,","['knights', 'Malta', 'league', 'Turks']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,2,And buy it basely too for sums of gold?,"['buy', 'basely', 'sums', 'gold']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,3,"My lord, remember that, to Europe's shame,","['lord', 'remember', 'Europe', 'shame']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,4,"The Christian isle of Rhodes, from whence you came,","['Christian', 'isle', 'Rhodes', 'came']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,5,"Was lately lost, and you were stated  here","['lately', 'lost', 'stated']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,6,To be at deadly enmity with Turks.,"['deadly', 'enmity', 'Turks']"
The Jew of Malta,FERNEZE,ACT II.,none,1,"Captain, we know it; but our force is small.","['Captain', 'know', 'force', 'small']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,1,What is the sum that Calymath requires?,"['sum', 'Calymath', 'requires']"
The Jew of Malta,FERNEZE,ACT II.,none,1,A hundred thousand crowns.,"['hundred', 'thousand', 'crowns']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,1,"My lord and king hath title to this isle,","['lord', 'king', 'title', 'isle']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,2,And he means quickly to expel you hence;,"['means', 'quickly', 'expel']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,3,"Therefore be rul'd by me, and keep the gold:","['Therefore', 'rul', 'keep', 'gold']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,4,"I'll write unto his majesty for aid,","['write', 'unto', 'majesty', 'aid']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,5,And not depart until I see you free.,"['depart', 'see', 'free']"
The Jew of Malta,FERNEZE,ACT II.,none,1,On this condition shall thy Turks be sold.,"['condition', 'shall', 'Turks', 'sold']"
The Jew of Malta,FERNEZE,ACT II.,none,2,"Go, officers, and set them straight in show.","['Go', 'officers', 'set', 'straight', 'show']"
The Jew of Malta,FERNEZE,ACT II.,none,3,"Bosco, thou shalt be Malta's general;","['Bosco', 'shalt', 'Malta', 'general']"
The Jew of Malta,FERNEZE,ACT II.,none,4,We and our warlike knights will follow thee,"['warlike', 'knights', 'follow']"
The Jew of Malta,FERNEZE,ACT II.,none,5,Against these barbarous misbelieving Turks.,"['barbarous', 'misbelieving', 'Turks']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,1,So shall you imitate those you succeed;,"['shall', 'imitate', 'succeed']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,2,"For, when their hideous force environ'd Rhodes,","['hideous', 'force', 'environ', 'Rhodes']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,3,"Small though the number was that kept the town,","['Small', 'though', 'number', 'kept', 'town']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,4,"They fought it out, and not a man surviv'd","['fought', 'man', 'surviv']"
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,5,To bring the hapless news to Christendom.,"['bring', 'hapless', 'news', 'Christendom']"
The Jew of Malta,FERNEZE,ACT II.,none,1,"So will we fight it out:  come, let's away.","['fight', 'come', 'let', 'away']"
The Jew of Malta,FERNEZE,ACT II.,none,2,"Proud daring Calymath, instead of gold,","['Proud', 'daring', 'Calymath', 'instead', 'gold']"
The Jew of Malta,FERNEZE,ACT II.,none,3,We'll send thee bullets wrapt in smoke and fire:,"['send', 'bullets', 'wrapt', 'smoke', 'fire']"
The Jew of Malta,FERNEZE,ACT II.,none,4,"Claim tribute where thou wilt, we are resolv'd,","['Claim', 'tribute', 'wilt', 'resolv']"
The Jew of Malta,FERNEZE,ACT II.,none,5,"Honour is bought with blood, and not with gold.","['Honour', 'bought', 'blood', 'gold']"
The Jew of Malta,FIRST OFFICER,ACT II.,none,1,This is the market-place; here let 'em stand:,"['market-place', 'let', ""'em"", 'stand']"
The Jew of Malta,FIRST OFFICER,ACT II.,none,2,"Fear not their sale, for they'll be quickly bought.","['Fear', 'sale', 'quickly', 'bought']"
The Jew of Malta,SECOND OFFICER,ACT II.,none,1,"Every one's price is written on his back,","['Every', 'one', 'price', 'written', 'back']"
The Jew of Malta,SECOND OFFICER,ACT II.,none,2,"And so much must they yield, or not be sold.","['much', 'must', 'yield', 'sold']"
The Jew of Malta,FIRST OFFICER,ACT II.,none,1,"Here comes the Jew:  had not his goods been seiz'd,","['comes', 'Jew', 'goods', 'seiz']"
The Jew of Malta,FIRST OFFICER,ACT II.,none,2,He'd give us present money for them all.,"['give', 'present', 'money']"
The Jew of Malta,BARABAS,ACT II.,none,1,"In spite of these swine-eating Christians,","['spite', 'swine-eating', 'Christians']"
The Jew of Malta,BARABAS,ACT II.,none,2,"(Unchosen nation, never circumcis'd,","['Unchosen', 'nation', 'never', 'circumcis']"
The Jew of Malta,BARABAS,ACT II.,none,3,"Poor villains, such as were  ne'er thought upon","['Poor', 'villains', ""ne'er"", 'thought', 'upon']"
The Jew of Malta,BARABAS,ACT II.,none,4,"Till Titus and Vespasian conquer'd us,)","['Till', 'Titus', 'Vespasian', 'conquer']"
The Jew of Malta,BARABAS,ACT II.,none,5,Am I become as wealthy as I was.,"['become', 'wealthy']"
The Jew of Malta,BARABAS,ACT II.,none,6,They hop'd my daughter would ha' been a nun;,"['hop', 'daughter', 'would', 'ha', 'nun']"
The Jew of Malta,BARABAS,ACT II.,none,7,"But she's at home, and I have bought a house","['home', 'bought', 'house']"
The Jew of Malta,BARABAS,ACT II.,none,8,As great and fair as is the governor's:,"['great', 'fair', 'governor']"
The Jew of Malta,BARABAS,ACT II.,none,9,"And there, in spite of Malta, will I dwell,","['spite', 'Malta', 'dwell']"
The Jew of Malta,BARABAS,ACT II.,none,10,"Having Ferneze's hand; whose heart I'll have,","['Ferneze', 'hand', 'whose', 'heart']"
The Jew of Malta,BARABAS,ACT II.,none,11,"Ay, and his son's too, or it shall go hard.","['Ay', 'son', 'shall', 'go', 'hard']"
The Jew of Malta,BARABAS,ACT II.,none,12,"I am not of the tribe of Levi, I,","['tribe', 'Levi']"
The Jew of Malta,BARABAS,ACT II.,none,13,That can so soon forget an injury.,"['soon', 'forget', 'injury']"
The Jew of Malta,BARABAS,ACT II.,none,14,We Jews can fawn like spaniels when we please;,"['Jews', 'fawn', 'like', 'spaniels', 'please']"
The Jew of Malta,BARABAS,ACT II.,none,15,And when we grin we bite; yet are our looks,"['grin', 'bite', 'yet', 'looks']"
The Jew of Malta,BARABAS,ACT II.,none,16,As innocent and harmless as a lamb's.,"['innocent', 'harmless', 'lamb']"
The Jew of Malta,BARABAS,ACT II.,none,17,"I learn'd in Florence how to kiss my hand,","['learn', 'Florence', 'kiss', 'hand']"
The Jew of Malta,BARABAS,ACT II.,none,18,"Heave up my shoulders when they call me dog,","['Heave', 'shoulders', 'call', 'dog']"
The Jew of Malta,BARABAS,ACT II.,none,19,And duck as low as any bare-foot friar;,"['duck', 'low', 'bare-foot', 'friar']"
The Jew of Malta,BARABAS,ACT II.,none,20,"Hoping to see them starve upon a stall,","['Hoping', 'see', 'starve', 'upon', 'stall']"
The Jew of Malta,BARABAS,ACT II.,none,21,"Or else be gather'd for in our synagogue,","['else', 'gather', 'synagogue']"
The Jew of Malta,BARABAS,ACT II.,none,22,"That, when the offering-basin comes to me,","['offering-basin', 'comes']"
The Jew of Malta,BARABAS,ACT II.,none,23,Even for charity I may spit into't.,"['Even', 'charity', 'may', 'spit', ""into't""]"
The Jew of Malta,BARABAS,ACT II.,none,24,"Here comes Don Lodowick, the governor's son,","['comes', 'Lodowick', 'governor', 'son']"
The Jew of Malta,BARABAS,ACT II.,none,25,One that I love for his good father's sake.,"['One', 'love', 'good', 'father', 'sake']"
The Jew of Malta,LODOWICK,ACT II.,none,1,I hear the wealthy Jew walked this way:,"['hear', 'wealthy', 'Jew', 'walked', 'way']"
The Jew of Malta,LODOWICK,ACT II.,none,2,"I'll seek him out, and so insinuate,","['seek', 'insinuate']"
The Jew of Malta,LODOWICK,ACT II.,none,3,"That I may have a sight of Abigail,","['may', 'sight', 'Abigail']"
The Jew of Malta,LODOWICK,ACT II.,none,4,For Don Mathias tells me she is fair.,"['Mathias', 'tells', 'fair']"
The Jew of Malta,BARABAS,ACT II.,none,1,Now will I shew myself to have more of the serpent than,"['shew', 'serpent']"
The Jew of Malta,BARABAS,ACT II.,none,2,"the dove; that is, more knave than fool.","['dove', 'knave', 'fool']"
The Jew of Malta,LODOWICK,ACT II.,none,1,Yond' walks the Jew:  now for fair Abigail.,"['Yond', 'walks', 'Jew', 'fair', 'Abigail']"
The Jew of Malta,BARABAS,ACT II.,none,1,"Ay, ay, no doubt but she's at your command.","['Ay', 'ay', 'doubt', 'command']"
The Jew of Malta,LODOWICK,ACT II.,none,1,"Barabas, thou know'st I am the governor's son.","['Barabas', ""know'st"", 'governor', 'son']"
The Jew of Malta,BARABAS,ACT II.,none,1,"I would you were his father too, sir! that's all the harm","['would', 'father', 'sir', 'harm']"
The Jew of Malta,BARABAS,ACT II.,none,2,I wish you.?The slave looks like a hog's cheek new-singed.,"['wish', '\x94The', 'slave', 'looks', 'like', 'hog', 'cheek', 'new-singed']"
The Jew of Malta,LODOWICK,ACT II.,none,1,"Whither walk'st thou, Barabas?","['Whither', ""walk'st"", 'Barabas']"
The Jew of Malta,BARABAS,ACT II.,none,1,"No further:  'tis a custom held with us,","[""'t"", 'custom', 'held']"
The Jew of Malta,BARABAS,ACT II.,none,2,"That when we speak with Gentiles like to you,","['speak', 'Gentiles', 'like']"
The Jew of Malta,BARABAS,ACT II.,none,3,We turn into  the air to purge ourselves;,"['turn', 'air', 'purge']"
The Jew of Malta,BARABAS,ACT II.,none,4,For unto us the promise doth belong.,"['unto', 'promise', 'doth', 'belong']"
The Jew of Malta,LODOWICK,ACT II.,none,1,"Well, Barabas, canst help me to a diamond?","['Well', 'Barabas', 'canst', 'help', 'diamond']"
The Jew of Malta,BARABAS,ACT II.,none,1,"O, sir, your father had my diamonds:","['sir', 'father', 'diamonds']"
The Jew of Malta,BARABAS,ACT II.,none,2,Yet I have one left that will serve your turn.,"['Yet', 'one', 'left', 'serve', 'turn']"
The Jew of Malta,BARABAS,ACT II.,none,3,"I mean my daughter; but, ere he shall have her,","['mean', 'daughter', 'shall']"
The Jew of Malta,BARABAS,ACT II.,none,4,I'll sacrifice her on a pile of wood:,"['sacrifice', 'pile', 'wood']"
The Jew of Malta,BARABAS,ACT II.,none,5,"I ha' the poison of the city  for him,","['ha', 'poison', 'city']"
The Jew of Malta,BARABAS,ACT II.,none,6,And the white leprosy.,"['white', 'leprosy']"
The Jew of Malta,LODOWICK,ACT II.,none,1,What sparkle does it give without a foil?,"['sparkle', 'give', 'without', 'foil']"
The Jew of Malta,BARABAS,ACT II.,none,1,The diamond that I talk of ne'er was foil'd:,"['diamond', 'talk', ""ne'er"", 'foil']"
The Jew of Malta,BARABAS,ACT II.,none,2,"But, when he touches it, it will be foil'd.","['touches', 'foil']"
The Jew of Malta,BARABAS,ACT II.,none,3,"Lord Lodowick, it sparkles bright and fair.","['Lord', 'Lodowick', 'sparkles', 'bright', 'fair']"
The Jew of Malta,LODOWICK,ACT II.,none,1,"Is it square or pointed? pray, let me know.","['square', 'pointed', 'pray', 'let', 'know']"
The Jew of Malta,BARABAS,ACT II.,none,1,"Pointed it is, good sir,?but not for you.","['Pointed', 'good', 'sir', '\x94but']"
The Jew of Malta,LODOWICK,ACT II.,none,1,I like it much the better.,"['like', 'much', 'better']"
The Jew of Malta,BARABAS,ACT II.,none,1,So do I too.,[]
The Jew of Malta,LODOWICK,ACT II.,none,1,How shews it by night?,"['shews', 'night']"
The Jew of Malta,BARABAS,ACT II.,none,1,Outshines Cynthia's rays:,"['Outshines', 'Cynthia', 'rays']"
The Jew of Malta,BARABAS,ACT II.,none,2,You'll like it better far o' nights than days.,"['like', 'better', 'far', 'nights', 'days']"
The Jew of Malta,LODOWICK,ACT II.,none,1,And what's the price?,['price']
The Jew of Malta,BARABAS,ACT II.,none,1,"Your life, an if you have it .?O my lord,","['life', '\x94O', 'lord']"
The Jew of Malta,BARABAS,ACT II.,none,2,"We will not jar about the price:  come to my house,","['jar', 'price', 'come', 'house']"
The Jew of Malta,BARABAS,ACT II.,none,3,And I will give't your honour?with a vengeance.,"[""give't"", 'honour', '\x94with', 'vengeance']"
The Jew of Malta,LODOWICK,ACT II.,none,1,"No, Barabas, I will deserve it first.","['Barabas', 'deserve', 'first']"
The Jew of Malta,BARABAS,ACT II.,none,1,"Good sir,","['Good', 'sir']"
The Jew of Malta,BARABAS,ACT II.,none,2,"Your father has deserv'd it at my hands,","['father', 'deserv', 'hands']"
The Jew of Malta,BARABAS,ACT II.,none,3,"Who, of mere charity and Christian ruth,","['mere', 'charity', 'Christian', 'ruth']"
The Jew of Malta,BARABAS,ACT II.,none,4,"To bring me to religious purity,","['bring', 'religious', 'purity']"
The Jew of Malta,BARABAS,ACT II.,none,5,"And, as it were, in catechising sort,","['catechising', 'sort']"
The Jew of Malta,BARABAS,ACT II.,none,6,"To make me mindful of my mortal sins,","['make', 'mindful', 'mortal', 'sins']"
The Jew of Malta,BARABAS,ACT II.,none,7,"Against my will, and whether I would or no,","['whether', 'would']"
The Jew of Malta,BARABAS,ACT II.,none,8,"Seiz'd all I had, and thrust me out o' doors,","['Seiz', 'thrust', 'doors']"
The Jew of Malta,BARABAS,ACT II.,none,9,And made my house a place for nuns most chaste.,"['made', 'house', 'place', 'nuns', 'chaste']"
The Jew of Malta,LODOWICK,ACT II.,none,1,No doubt your soul shall reap the fruit of it.,"['doubt', 'soul', 'shall', 'reap', 'fruit']"
The Jew of Malta,BARABAS,ACT II.,none,1,"Ay, but, my lord, the harvest is far off:","['Ay', 'lord', 'harvest', 'far']"
The Jew of Malta,BARABAS,ACT II.,none,2,And yet I know the prayers of those nuns,"['yet', 'know', 'prayers', 'nuns']"
The Jew of Malta,BARABAS,ACT II.,none,3,"And holy friars, having money for their pains,","['holy', 'friars', 'money', 'pains']"
The Jew of Malta,BARABAS,ACT II.,none,4,Are wondrous;?and indeed do no man good;,"['wondrous', '\x94and', 'indeed', 'man', 'good']"
The Jew of Malta,BARABAS,ACT II.,none,5,"And, seeing they are not idle, but still doing,","['seeing', 'idle', 'still']"
The Jew of Malta,BARABAS,ACT II.,none,6,"'Tis likely they in time may reap some fruit,","[""'T"", 'likely', 'time', 'may', 'reap', 'fruit']"
